tower,income_adjusted,st_xmin,st_ymin,st_xmax,st_ymax
1951,average,4371322.95207088,-763799.617126644,4372293.90082043,-763122.482057043
1716,average,4366208.83394144,-758488.500477209,4366836.54853169,-757671.817101242
1746,poor,4366733.92100704,-766031.745112025,4367933.55902875,-764575.214033044
1818,poor,4368753.44563357,-758237.658161103,4369520.04917307,-757309.10246774
1879,poor,4369845.93714461,-764812.756143385,4370880.80886194,-763802.0803289
1825,poor,4368894.33397812,-767879.267984154,4369867.30820577,-766873.369112736
1530,poor,4357193.50008126,-779817.77728794,4361302.12186667,-774903.542539823
1522,poor,4358450.56392377,-774965.154574876,4361141.91082707,-771376.069575623
1809,poor,4368423.56363916,-759458.298071314,4369078.8526619,-758776.983119728
2104,wealthy,4382568.00491824,-770449.749366062,4400279.35209124,-743419.711660459
2010,wealthy,4372446.3050503,-760535.173941277,4372981.02195768,-759880.891303151
1481,average,4355511.91514768,-756106.10563627,4357869.12524193,-753035.265705299
1619,wealthy,4363603.24900992,-756950.898003315,4364735.28767163,-755778.905406976
1842,wealthy,4369308.24412585,-759993.797857748,4370012.31196519,-759096.024272824
1828,poor,4369426.38001221,-766895.341422223,4369721.84931065,-766281.10207884
1626,poor,4363601.18397039,-765649.253243369,4365121.28607912,-764282.815954626
1867,poor,4369593.05511391,-772479.354585126,4370537.94223428,-771262.574897672
1875,poor,4369732.12202909,-767222.712821264,4370747.07801103,-766495.937700963
1927,poor,4370952.49820076,-768214.731518921,4372091.52154788,-766947.943384163
1644,poor,4364228.00875248,-762364.301645823,4365140.61206492,-761734.685399086
1740,poor,4365976.21154356,-753557.991451524,4367481.7515214,-751827.467215798
1992,poor,4371901.88573664,-767695.882382112,4373236.07735282,-766724.622597462
1743,poor,4366793.13854822,-760336.981448345,4367555.33201232,-759426.616964166
1575,poor,4361806.59013158,-744657.797024164,4363061.63168799,-743181.027187917
1618,poor,4363067.80784024,-760226.863480463,4364400.39477667,-758884.070070771
1510,poor,4357539.71940994,-769027.815437939,4359233.0851548,-767770.773987635
2040,poor,4372727.38357169,-771831.547406427,4374450.35483099,-770204.26473041
1730,wealthy,4366271.9861653,-756538.518751337,4367052.35274038,-755860.777316268
1983,wealthy,4372108.12857066,-760637.791036759,4372595.17545643,-759958.405463696
1994,wealthy,4372295.77400727,-762234.705402416,4372837.57766195,-761627.521225059
1962,wealthy,4371596.79866786,-759364.371321713,4372596.69439209,-758604.734711412
1786,wealthy,4367711.41014108,-756776.652613851,4368533.22587742,-755973.652748938
1625,wealthy,4363537.29464101,-755436.866198334,4364686.58506203,-754106.361767209
2072,average,4373905.73540475,-772856.097075245,4376711.87622935,-770396.35384288
1696,average,4365733.28788167,-761559.85550778,4366713.96682204,-760395.041935122
1636,average,4363267.252762,-753289.527521682,4365746.28045456,-751753.685841121
2086,average,4377605.2445376,-765019.245726457,4379597.74560437,-762602.203266235
1520,average,4357250.97346882,-753435.942454268,4361340.27174471,-750299.329262005
1391,average,4341484.29211868,-755625.485274839,4348214.88301817,-746951.409457241
1577,average,4360636.4913044,-752299.257842152,4363328.64261142,-750073.833792679
1407,poor,4343383.86309956,-774660.828383582,4352703.71126549,-765401.1638093
1928,poor,4370832.21903482,-774588.255614962,4372169.05680803,-773235.409110391
1717,average,4365918.90137358,-760667.520621815,4366911.3938075,-759435.045303841
1765,poor,4367225.48698224,-767124.529862009,4368018.5453476,-766092.380003178
2011,poor,4372278.18474209,-770330.48845035,4373170.73317398,-769046.169643205
1652,poor,4364592.21525141,-758981.08351949,4365525.85271453,-758129.938490766
1873,average,4369891.86910374,-758340.58708072,4370542.35790741,-757678.513256573
1763,poor,4367620.83353129,-768852.627571837,4367965.69421972,-767566.057351583
1856,poor,4369664.67264477,-761222.824923105,4370314.12110022,-760335.39436833
1410,poor,4341146.83763423,-746688.052245244,4354002.85880953,-739195.079957283
1881,poor,4369882.84396574,-773965.547370898,4371052.82111185,-772863.189596518
1518,poor,4357312.10831489,-766447.522398314,4360185.24606117,-764366.725954245
1758,poor,4367174.09116901,-760638.716472986,4367867.90928719,-759867.637081221
1853,poor,4369579.09158319,-765799.641981077,4370376.29362594,-765086.933997072
2018,wealthy,4372281.4796687,-753461.32784812,4373390.15968001,-752435.707645907
1733,poor,4366610.80248849,-758386.799092103,4367162.88938255,-757688.241164848
1648,wealthy,4364258.42979076,-748034.444657344,4365493.99115975,-746756.90498667
1969,wealthy,4371765.8422923,-760002.847293571,4372542.21374545,-759582.962077146
2009,wealthy,4372411.60441871,-757648.172136773,4375005.99595346,-756532.829522212
1974,average,4371796.58604714,-762314.678713108,4372440.35522544,-761802.468618628
1468,average,4354356.95896597,-759116.836078216,4356113.01943428,-757219.390131979
1726,average,4366153.33552716,-755312.184047235,4366938.56913581,-753588.903103944
1469,average,4354728.75543289,-757374.864679098,4356058.84192643,-755710.993671558
1966,average,4371595.87949266,-764626.850891714,4372721.95138395,-763563.075387818
1688,average,4365457.44258018,-758746.267720061,4366229.43166504,-757754.568930372
1507,average,4357352.37338069,-741431.329568121,4359632.84177369,-738311.661958918
1523,average,4358754.21404477,-757382.288643556,4360125.74701502,-755900.593010133
1807,poor,4368273.09656263,-763823.853107301,4369311.30734766,-762819.988592789
1792,poor,4368140.96750649,-757771.033960495,4368914.06376075,-756751.246123328
1705,poor,4364690.99756418,-769410.191780224,4367190.69106418,-767932.320387559
1800,poor,4368618.20050905,-758359.665708259,4369094.24113313,-757620.164245369
1504,poor,4357766.44186522,-760750.086293249,4359108.81490976,-759354.321343228
1472,poor,4351132.65497678,-748768.602626063,4357075.90434139,-742790.763038119
1815,poor,4368729.16403635,-758969.07404695,4369412.69849294,-758211.16975259
2022,wealthy,4372535.07016961,-759946.354591993,4373257.78535126,-759101.779874109
1487,wealthy,4356049.70573325,-757422.77076866,4357928.0485427,-755655.001413455
1654,wealthy,4364585.99017434,-755074.448055044,4366192.86084601,-753215.81222074
1769,wealthy,4367648.22491296,-757060.280538895,4368391.75008027,-756286.54621249
1833,wealthy,4369027.98211234,-755539.765320288,4369920.85824023,-754787.943168268
1783,wealthy,4367697.92184072,-756000.641993709,4368698.09230302,-755306.179783976
1633,wealthy,4363435.92338745,-750767.300078453,4365122.44437954,-749778.423638375
1885,average,4370255.81274973,-762702.883828441,4371031.66965071,-761981.909947097
1490,average,4356495.55261314,-772393.90476991,4358541.89253697,-770335.590991616
1864,average,4369833.33522535,-758835.53474174,4370441.72817214,-758218.376876224
1512,average,4357644.94080418,-761394.796361062,4359705.94651217,-760056.175041541
1427,average,4349100.15235073,-740599.171348534,4353354.32272027,-735158.500579199
1926,average,4370941.39118773,-773243.605975871,4371996.41587478,-772363.878712018
1802,poor,4368322.79398853,-766761.44654038,4369066.30857973,-765817.614230498
1741,poor,4366093.09438429,-771429.347969275,4367723.84734515,-769246.596893076
2032,poor,4372688.44625771,-764310.729219128,4373912.24274104,-763264.962808953
1777,poor,4367628.90438622,-763846.300092925,4368044.1258951,-763043.530480098
1779,poor,4367521.39181588,-766876.109876259,4368506.39848528,-766123.266015954
1495,poor,4356020.80476769,-774405.351651041,4357732.26750438,-771983.600795479
1478,poor,4354350.21328642,-771453.342702572,4357142.15604871,-769844.956773596
1707,poor,4365565.83080314,-760154.3687389,4366786.37280599,-758980.578207444
1621,average,4362835.51046962,-742243.013025964,4382408.88361069,-722503.873325736
1933,poor,4371072.61470685,-772314.539169724,4371798.35981925,-771574.746307098
1496,poor,4357732.26750423,-774509.013509967,4358847.9649687,-771636.879465075
1502,poor,4357033.5012146,-748388.749611208,4360042.41763622,-745976.241194749
1948,poor,4371380.52012783,-773769.509843738,4372748.05419715,-772590.924869259
1987,wealthy,4372238.5891421,-761206.785965843,4372618.50330724,-760812.532771165
1808,wealthy,4368109.03203953,-754462.463771907,4370193.56214309,-752103.404888943
1976,wealthy,4372104.56461977,-760903.278685336,4372512.0532234,-760537.927690271
2052,wealthy,4373450.71794942,-760999.823369831,4373751.4649282,-760483.856731941
1822,wealthy,4368695.7460421,-755972.874267402,4369781.815677,-755156.335758753
1720,wealthy,4365859.94101417,-748307.06113458,4373207.56224557,-744953.772941652
1950,wealthy,4371731.20946623,-761309.307433889,4372014.05090957,-761070.256240477
1550,average,4360233.34898534,-744697.673781462,4361714.49206119,-743176.413677514
1744,average,4366635.21519465,-767542.692163805,4367575.15975383,-766625.27867734
1548,average,4360689.15579925,-767634.641118838,4361862.41167716,-766194.68899971
2090,average,4377432.18720394,-767125.205180139,4381004.86993627,-763864.714465537
1491,average,4356328.14457582,-761638.407570722,4357839.58808879,-759418.950346885
1536,average,4359284.53372818,-763443.968273614,4361244.09879913,-761137.746493779
1457,average,4351692.79550098,-772307.611757373,4355043.80591803,-766911.109073155
1493,average,4357001.67339938,-759672.451988291,4358211.17935881,-758438.835977742
1645,average,4363700.28777662,-760538.247434657,4365345.26870009,-759507.846860714
1685,average,4364950.75326441,-773299.178327941,4367115.10761738,-770606.246110499
1943,average,4371315.21992759,-771752.966198581,4372240.56120605,-770668.898499708
1637,average,4363978.82183745,-761508.410213524,4364976.46604311,-760452.644283788
1643,poor,4364130.42854251,-763144.577515904,4365070.98030481,-762354.52231364
1526,poor,4358913.88203393,-760423.812101985,4360427.86925987,-758670.956961467
1718,poor,4364776.68500583,-780171.657478354,4370108.48534479,-775465.691320729
1757,poor,4365840.87511445,-774016.939333068,4368311.28978865,-771881.646098239
1724,poor,4365975.64255369,-765003.023792609,4367430.28960825,-763729.654512029
1694,wealthy,4365101.07730678,-765767.979318712,4366599.47804648,-764504.839843757
1949,wealthy,4371306.75785391,-760978.146567373,4372041.28785266,-760552.942043631
1531,wealthy,4358563.87128352,-741366.189297874,4360869.72039465,-739392.691360019
2071,average,4374070.48585897,-770556.518340346,4377115.87919264,-767919.119002562
1596,average,4362707.41948107,-759513.80032892,4363625.87957258,-757966.638477367
1731,wealthy,4366266.73675183,-757061.939632359,4367123.83034628,-756491.968958235
1549,average,4360065.97252641,-766195.157843159,4361982.07199356,-764515.215990691
1593,average,4360572.73662613,-777832.831310106,4364718.94430108,-774546.171709866
1566,average,4360862.59271487,-773029.176098439,4363172.9018496,-770595.869283675
1583,average,4362181.97117648,-763568.009066797,4363337.52662168,-762251.107100107
1646,poor,4363931.50894921,-765297.848800785,4365422.46015886,-763849.358686786
1796,poor,4368196.63110304,-758265.600254682,4368618.20050905,-757675.910454918
1555,poor,4359833.56911907,-781817.647756045,4363553.25842121,-776408.870712857
1787,poor,4367760.74731707,-759279.408452143,4368579.57530324,-758438.002132589
1770,poor,4367412.93862593,-764728.852161001,4368475.87470072,-763583.937173601
1508,poor,4356632.62924271,-762904.402783285,4359440.66835948,-761281.379702039
1750,poor,4367111.85272605,-758457.735413663,4367661.33653907,-757564.747166616
1494,poor,4355843.0238042,-768029.844801777,4358315.68923894,-765005.866956315
1719,wealthy,4366341.01914348,-755934.025013717,4367014.24380635,-755225.546779877
1653,poor,4362284.65164948,-786845.881002594,4369609.76967094,-777986.50884613
1537,average,4359011.8374283,-747875.079596315,4361668.08269092,-745294.646516475
1884,average,4370153.00152955,-757133.707891529,4370916.91525291,-756478.075799689
1554,average,4359739.3225482,-750801.286707806,4362883.00571478,-747540.98813909
1505,average,4356303.99479115,-765139.561682677,4359801.9537451,-762746.776266421
1521,average,4358672.51627373,-758727.436902195,4359836.12191191,-757329.43293559
1660,average,4364664.76848746,-763957.7153157,4365612.85427355,-762936.94083775
1964,average,4371733.4764589,-766292.884199978,4372345.43616352,-765200.063940131
1734,average,4366497.86897253,-758946.020944785,4367209.36159083,-758318.902373642
2079,average,4375408.07274026,-762419.983764803,4378197.73603073,-757859.008926133
1863,average,4369663.47387376,-762949.495092702,4370403.86723648,-762019.535977491
1611,average,4363567.93303056,-757595.811640246,4364366.44184708,-756790.069147858
1532,average,4359022.80341019,-745420.961765517,4361006.12325794,-743817.644878063
1776,average,4367526.10982834,-767694.311200137,4368386.01840387,-766817.78950775
1930,average,4371120.9655618,-755645.808107766,4371884.98737906,-754998.142840222
1506,average,4357639.42860627,-757914.586897398,4359179.91198048,-756246.67473365
1847,poor,4369299.39934948,-758659.924215228,4370042.91395962,-757952.590958816
1865,poor,4369374.99348135,-771233.205360328,4370616.17699951,-770077.310773784
1793,poor,4367982.94517963,-762353.667415142,4368902.93272932,-761439.261672523
1519,poor,4358650.19055447,-768570.291368419,4359738.38072331,-767340.994946658
1742,poor,4366597.03225425,-762814.680930417,4367480.90584768,-761813.829294531
1749,poor,4366808.41161594,-759639.746724721,4367908.88157819,-758860.809534339
1766,poor,4367221.76150927,-763094.501984222,4368128.91666541,-762060.90265913
1806,poor,4368346.03449535,-767832.38554971,4369278.73834122,-766708.451677624
1790,poor,4367833.1256494,-763182.563451311,4368632.22102704,-762324.66485815
1961,poor,4371715.1254063,-772350.532086957,4372533.17839897,-771392.021039228
1978,wealthy,4371764.58707312,-759198.932386155,4372723.31434122,-758221.87186918
1820,average,4368706.52011521,-762097.836028764,4369739.52799079,-761204.664706035
1533,average,4359390.45854888,-769750.993574551,4360623.34754603,-768389.767017484
1894,average,4370328.85751664,-766837.723442195,4370984.52576807,-766144.296315426
1574,average,4361669.38757098,-770356.260164293,4363992.34657038,-768418.242514361
1560,average,4360879.37655961,-745970.186144939,4362374.15794912,-743752.686034333
1562,average,4360739.7164493,-763599.675101421,4362378.04768726,-761597.415267964
1572,average,4361775.51058809,-758938.464538486,4362852.56357708,-757907.47684632
1563,average,4361071.46952916,-761660.555636964,4363159.77179751,-759905.834807531
1568,average,4361758.62578479,-757255.414246116,4362661.99371733,-756108.878953918
1823,average,4368706.03183315,-757348.890033726,4369651.62173762,-756587.822201494
1394,poor,4345607.10609144,-758366.013351495,4349021.22675741,-755004.146505468
1832,poor,4369030.85673599,-774842.042491638,4370131.58497477,-773259.991196823
1794,poor,4367874.71933293,-759940.215227728,4368745.11002822,-759105.305992175
2084,average,4376804.07171233,-762988.56674083,4379627.71626818,-755899.121604225
1755,average,4367123.79933563,-757079.342175212,4367659.32568709,-756344.825173578
1745,average,4366917.61752111,-757564.815129702,4367621.33455906,-756565.146948951
1609,average,4363179.22617515,-762810.28093436,4364303.95008511,-761877.752978121
1891,poor,4370182.98247872,-761522.503710544,4371058.03405617,-760940.958790703
1836,poor,4368616.05208463,-771409.455640099,4370175.51022848,-769940.763524836
1824,poor,4368948.21359727,-765690.817710173,4369621.69119626,-764750.677346647
1876,poor,4369820.92582132,-768155.673844679,4370963.4053007,-767205.515133934
1760,poor,4366971.37835816,-769069.047683833,4367620.83353131,-767530.486796866
1722,poor,4365939.29674787,-759435.258233808,4367014.96582829,-758474.082470422
1687,poor,4364421.37333248,-770585.480884528,4366805.61197391,-768653.832953925
1952,poor,4371533.82037567,-767156.161747838,4372035.10387917,-766219.124688077
1613,wealthy,4363496.97124343,-759051.241813454,4364248.96615516,-758200.37335217
1561,wealthy,4361063.89121727,-758639.308017898,4362259.13652595,-757245.351268861
1934,wealthy,4371079.81155236,-765230.74684013,4372187.79831044,-764194.282772372
1638,wealthy,4364183.08441319,-758997.44287994,4364846.33727715,-758264.514744646
1571,wealthy,4361790.84449104,-757911.378161277,4362815.54819062,-757036.733788534
1721,poor,4366107.89902576,-763127.600462742,4367173.92962091,-761918.169414546
1529,poor,4359174.14745744,-767796.14382554,4360190.68124393,-766222.01749365
1737,poor,4366602.54404269,-755356.494502195,4367601.33585389,-753886.478146717
1767,poor,4366917.04696272,-771919.802430355,4368711.75704514,-769931.766281962
1700,poor,4365701.11388513,-767959.356611313,4366683.16548503,-766616.308633853
1851,poor,4369520.35131565,-756962.407931629,4370191.60471186,-756497.59981164
1540,poor,4359725.56888485,-768489.936902365,4360728.28427253,-767403.304345381
1503,poor,4356989.3467628,-771410.975492612,4359010.59234466,-768998.432616468
1774,poor,4367316.8257608,-757661.598793015,4368142.61813778,-756991.699614634
1600,poor,4362783.31056458,-761848.240241279,4364033.01214918,-760079.240618725
1387,poor,4344043.09983023,-761574.989580112,4346844.07820514,-755185.802927883
2096,average,4379600.19401769,-767644.619616214,4384744.17113255,-760164.690446556
1735,average,4366298.11862539,-768511.572846822,4367497.8080544,-767271.072859751
1460,average,4353993.25998693,-756086.510677289,4355586.3552254,-753054.901184967
1552,average,4360622.6971726,-770053.895582022,4361919.10997806,-768456.472366468
1821,average,4369022.53130749,-759561.793444995,4369576.33555299,-758908.694080965
1723,wealthy,4366056.96946116,-750315.229194204,4370797.4210525,-748215.932065347
1878,wealthy,4370125.92394649,-760059.291803684,4370969.84205561,-759378.66445598
2037,wealthy,4372780.77421314,-759461.112589385,4373549.06492748,-758820.266051913
1729,wealthy,4366419.21796328,-757755.537633247,4367316.08983666,-757060.247514221
1874,wealthy,4370109.11837879,-756667.246909798,4370620.97154571,-755842.236065417
2093,wealthy,4378494.80266219,-763865.213945698,4391340.2269671,-747738.815589195
2080,average,4375113.7963614,-763964.191920295,4377289.13160051,-762033.725665371
1640,average,4364158.91697384,-757342.804115569,4365014.42555988,-756182.944010664
1477,average,4352577.71248425,-753186.227946065,4357780.30614876,-748631.175040222
1517,average,4357724.43036163,-756537.530186056,4360658.66841205,-754930.566486065
1804,poor,4367578.57621101,-772710.941770774,4369425.05157945,-771066.340081304
1754,poor,4367150.78996887,-758988.689471237,4367829.64674971,-758365.141697109
1524,poor,4358615.3139749,-771410.166281384,4359884.77019066,-769545.792284377
1780,poor,4367514.37999845,-761585.108576832,4368557.34448987,-760710.547071927
1830,poor,4369035.24453898,-761275.774593766,4369777.16049044,-760089.583010157
1799,poor,4368283.10861946,-760703.74650685,4369182.27703944,-759864.783987968
1986,poor,4372090.13243547,-763338.163663539,4372846.55212637,-762751.649860945
1819,poor,4368646.95519473,-769166.433571787,4369768.90188175,-767706.66779746
1739,poor,4366439.69366262,-763938.308690852,4367634.02677373,-762811.457996348
1516,poor,4356976.6551698,-755028.984935467,4361004.9215896,-752773.981331553
1893,wealthy,4370356.31670465,-762122.280746233,4371010.43982325,-761512.35372956
2087,wealthy,4376710.43675175,-775269.139354994,4382912.87848468,-769688.736308798
1953,wealthy,4371786.84640464,-761528.188233802,4372001.57089923,-761291.911077793
1492,poor,4354806.28187465,-779589.440238964,4359662.24416782,-774248.046190116
1935,poor,4371123.3266686,-772459.382528611,4371581.52535397,-772075.366723185
1582,poor,4361814.93321321,-767055.050344758,4363532.02991647,-765797.26798546
1892,poor,4370189.22700292,-773045.953682374,4371142.19303964,-772139.48481283
1850,poor,4369525.32046258,-765321.226313179,4370244.51796029,-764668.430776534
1486,poor,4354360.43236738,-769378.041804171,4357683.3519852,-766298.985654628
1484,poor,4355309.35725348,-759809.293559563,4357043.84081045,-757964.665864031
1501,poor,4356218.21817779,-751220.918840615,4359943.60494117,-748334.53134131
2036,poor,4372814.9097382,-770284.233361339,4374205.94364862,-769288.216849039
1426,poor,4350340.1229777,-755008.76018002,4354020.7726759,-749743.875507525
1979,poor,4371453.88007559,-775606.042157649,4373432.06335161,-773580.07423033
2065,poor,4373201.69275852,-776051.032505977,4374964.88485405,-772583.610435559
1840,poor,4369117.83660241,-764954.70886312,4370058.92616788,-764004.460475669
1937,wealthy,4371173.25464942,-761333.152073927,4371740.93402203,-760622.000430676
1960,wealthy,4371678.06869551,-757519.344567901,4372149.36445369,-756807.15791187
1938,average,4371189.90613558,-758659.443462348,4372134.06808541,-757730.267630816
1579,wealthy,4360823.66656106,-748657.235383238,4363246.84789444,-745909.610016311
1447,average,4352092.37877322,-742368.274889785,4355004.97044773,-737768.568153194
1585,wealthy,4362025.77486168,-765419.743006615,4363665.58711785,-763988.744599957
1570,wealthy,4361271.98083083,-766737.063728565,4363018.08179837,-765033.737469298
1438,average,4351661.34543822,-757161.796880386,4353627.20313595,-755252.330467401
1936,poor,4371581.52535394,-772551.014427163,4372085.41157435,-771956.225913929
1923,wealthy,4371076.37653161,-766352.374939879,4371733.4764589,-765653.721839875
1940,poor,4370987.2623998,-769647.781022736,4372029.6855386,-768649.199470976
1852,poor,4369353.98355783,-773427.700558067,4370376.43144436,-772297.165659685
2015,poor,4369868.45169478,-780567.408117404,4375927.08893654,-774934.713080494
1474,poor,4354834.18650973,-770357.397478853,4357086.97514305,-767899.062334738
1413,poor,4345559.8462029,-782550.06754534,4354859.54067991,-778042.795180673
